pin_name,x,y,is_in_clk,is_port,is_startpoint,is_endpoint,dir,maxcap,maxtran,num_reachable_endpoint,cell_name,net_name,pin_tran,pin_slack,pin_rise_arr,pin_fall_arr,input_pin_cap
_25463_/Y,57676,41392,0,-1,0,0,1,4.608000179345817e-14,3.199999987213431e-10,0,_25463_,_06220_,1.1814894548822785e-11,7.166344739850672e-10,5.92253801556808e-10,5.9260690798979e-10,-1
_25464_/A,77635,49545,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25464_,net65,6.074162006708406e-12,9.176415738387789e-10,2.626314443698874e-10,2.6313767831354085e-10,6.837159952986067e-16
_25464_/Y,77722,49545,0,-1,0,0,1,4.608000179345817e-14,3.199999987213431e-10,0,_25464_,_06221_,2.4492774128304085e-11,9.176415738387789e-10,2.7603203056614234e-10,2.7416821590797724e-10,-1
_25465_/A1,62343,48753,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25465_,_06221_,2.4563824932433143e-11,9.176415738387789e-10,2.7679020186965886e-10,2.7492513821059106e-10,6.528479971182918e-16
_25465_/A2,62397,48753,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25465_,_06103_,2.030775200778656e-11,5.023366722589628e-10,6.934819940518366e-10,7.398541224112876e-10,6.093610079689008e-16
_25465_/B1,62505,48753,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25465_,_05914_,1.7904948357294614e-11,5.183431461830423e-10,6.788409834257436e-10,6.798431262389215e-10,6.081279926954946e-16
_25465_/B2,62451,48753,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25465_,_01883_,2.8999570106380546e-11,9.483897001061337e-10,2.446268743128144e-10,2.4248486552025383e-10,5.6258001356675625e-16
_25465_/C1,62667,48735,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25465_,_05907_,2.2101436999988344e-11,6.226795745689628e-10,5.742112341167172e-10,6.102217064984927e-10,6.11637991349798e-16
_25465_/C2,62721,48735,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25465_,_05176_,2.3434962304058615e-11,5.106359224349433e-10,6.85112355736095e-10,7.196004903065045e-10,5.782489584206583e-16
_25465_/Y,62841,48755,0,-1,0,0,1,9.216000358691634e-14,3.199999987213431e-10,0,_25465_,_06222_,9.019498689588623e-12,5.023366167478116e-10,7.207816565824032e-10,7.62133800513709e-10,-1
_25466_/A,68079,50085,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25466_,_05910_,1.9807346735012388e-11,4.786339102835768e-10,6.718824385743005e-10,6.729927171100769e-10,1.0899499263073353e-15
_25466_/Y,68379,50085,0,-1,0,0,1,1.8432000717383268e-13,3.199999987213431e-10,0,_25466_,_06223_,1.8793052183885273e-11,4.786339102835768e-10,6.932870943998637e-10,6.945546915382295e-10,-1
_25467_/A1,63261,49293,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25467_,_01487_,5.027742458474371e-11,9.384714116933424e-10,2.5799964942230247e-10,2.5542082338070315e-10,6.108139871107972e-16
_25467_/A2,63315,49293,0,-1,0,0,0,0.0,3.199999987213431e-10,0,_25467_,_06223_,1.8875800228412842e-11,5.094288324514196e-10,6.939804286787421e-10,6.952496356404936e-10,6.495910495569806e-16
