src,tar,src_type,tar_type
_073247_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_1.dout\[8\],cell,net
_011688_,_073248_,net,cell
_073248_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_1.dout\[9\],cell,net
_011687_,_073249_,net,cell
_073249_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_1.dout\[10\],cell,net
_012025_,_073250_,net,cell
_073250_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_2.dout\[0\],cell,net
_012024_,_073251_,net,cell
_073251_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_2.dout\[1\],cell,net
_012023_,_073252_,net,cell
_073252_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_2.dout\[2\],cell,net
_012022_,_073253_,net,cell
_073253_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_2.dout\[3\],cell,net
_012021_,_073254_,net,cell
_073254_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_2.dout\[4\],cell,net
_012020_,_073255_,net,cell
_073255_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_2.dout\[5\],cell,net
_012019_,_073256_,net,cell
_073256_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_2.dout\[6\],cell,net
_012018_,_073257_,net,cell
_073257_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_2.dout\[7\],cell,net
_012017_,_073258_,net,cell
_073258_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_2.dout\[8\],cell,net
_012016_,_073259_,net,cell
_073259_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_2.dout\[9\],cell,net
_012015_,_073260_,net,cell
_073260_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_2.dout\[10\],cell,net
_012350_,_073261_,net,cell
_073261_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_3.dout\[0\],cell,net
_012349_,_073262_,net,cell
_073262_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_3.dout\[1\],cell,net
_012348_,_073263_,net,cell
_073263_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_3.dout\[2\],cell,net
_012347_,_073264_,net,cell
_073264_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_3.dout\[3\],cell,net
_012346_,_073265_,net,cell
_073265_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_3.dout\[4\],cell,net
_012345_,_073266_,net,cell
_073266_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_3.dout\[5\],cell,net
_012344_,_073267_,net,cell
_073267_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_3.dout\[6\],cell,net
_012343_,_073268_,net,cell
_073268_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_3.dout\[7\],cell,net
_012342_,_073269_,net,cell
_073269_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_3.dout\[8\],cell,net
_012341_,_073270_,net,cell
_073270_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_3.dout\[9\],cell,net
_012340_,_073271_,net,cell
_073271_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_3.dout\[10\],cell,net
_012647_,_073272_,net,cell
_073272_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_4.dout\[0\],cell,net
_012646_,_073273_,net,cell
_073273_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_4.dout\[1\],cell,net
_012645_,_073274_,net,cell
_073274_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_4.dout\[2\],cell,net
_012644_,_073275_,net,cell
_073275_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_4.dout\[3\],cell,net
_012643_,_073276_,net,cell
_073276_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_4.dout\[4\],cell,net
_012642_,_073277_,net,cell
_073277_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_4.dout\[5\],cell,net
_012641_,_073278_,net,cell
_073278_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_4.dout\[6\],cell,net
_012640_,_073279_,net,cell
_073279_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_4.dout\[7\],cell,net
_012639_,_073280_,net,cell
_073280_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_4.dout\[8\],cell,net
_012638_,_073281_,net,cell
_073281_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_4.dout\[9\],cell,net
_012637_,_073282_,net,cell
_073282_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_4.dout\[10\],cell,net
_012615_,_073283_,net,cell
_073283_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_5.dout\[0\],cell,net
_012614_,_073284_,net,cell
_073284_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_5.dout\[1\],cell,net
_012613_,_073285_,net,cell
_073285_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_5.dout\[2\],cell,net
_012612_,_073286_,net,cell
_073286_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_5.dout\[3\],cell,net
_012611_,_073287_,net,cell
_073287_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_5.dout\[4\],cell,net
_012610_,_073288_,net,cell
_073288_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_5.dout\[5\],cell,net
_012609_,_073289_,net,cell
_073289_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_5.dout\[6\],cell,net
_012608_,_073290_,net,cell
_073290_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_5.dout\[7\],cell,net
_012607_,_073291_,net,cell
_073291_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_5.dout\[8\],cell,net
_012606_,_073292_,net,cell
_073292_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_5.dout\[9\],cell,net
_012605_,_073293_,net,cell
_073293_,fdct_zigzag.dct_mod.dct_block_0.dct_unit_5.dout\[10\],cell,net
_012306_,_073294_,net,cell
_073294_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_4.dout\[0\],cell,net
_012305_,_073295_,net,cell
_073295_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_4.dout\[1\],cell,net
_012304_,_073296_,net,cell
_073296_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_4.dout\[2\],cell,net
_012303_,_073297_,net,cell
_073297_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_4.dout\[3\],cell,net
_012302_,_073298_,net,cell
_073298_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_4.dout\[4\],cell,net
_012301_,_073299_,net,cell
_073299_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_4.dout\[5\],cell,net
_012300_,_073300_,net,cell
_073300_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_4.dout\[6\],cell,net
_012299_,_073301_,net,cell
_073301_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_4.dout\[7\],cell,net
_012298_,_073302_,net,cell
_073302_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_4.dout\[8\],cell,net
_012297_,_073303_,net,cell
_073303_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_4.dout\[9\],cell,net
_012296_,_073304_,net,cell
_073304_,fdct_zigzag.dct_mod.dct_block_1.dct_unit_4.dout\[10\],cell,net
_011972_,_073305_,net,cell
_073305_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_3.dout\[0\],cell,net
_011971_,_073306_,net,cell
_073306_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_3.dout\[1\],cell,net
_011970_,_073307_,net,cell
_073307_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_3.dout\[2\],cell,net
_011969_,_073308_,net,cell
_073308_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_3.dout\[3\],cell,net
_011968_,_073309_,net,cell
_073309_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_3.dout\[4\],cell,net
_011967_,_073310_,net,cell
_073310_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_3.dout\[5\],cell,net
_011966_,_073311_,net,cell
_073311_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_3.dout\[6\],cell,net
_011965_,_073312_,net,cell
_073312_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_3.dout\[7\],cell,net
_011964_,_073313_,net,cell
_073313_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_3.dout\[8\],cell,net
_011963_,_073314_,net,cell
_073314_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_3.dout\[9\],cell,net
_011962_,_073315_,net,cell
_073315_,fdct_zigzag.dct_mod.dct_block_2.dct_unit_3.dout\[10\],cell,net
_011645_,_073316_,net,cell
_073316_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.dout\[0\],cell,net
_011644_,_073317_,net,cell
_073317_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.dout\[1\],cell,net
_011643_,_073318_,net,cell
_073318_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.dout\[2\],cell,net
_011642_,_073319_,net,cell
_073319_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.dout\[3\],cell,net
_011641_,_073320_,net,cell
_073320_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.dout\[4\],cell,net
_011640_,_073321_,net,cell
_073321_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.dout\[5\],cell,net
_011639_,_073322_,net,cell
_073322_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.dout\[6\],cell,net
_011638_,_073323_,net,cell
_073323_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.dout\[7\],cell,net
_011637_,_073324_,net,cell
_073324_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.dout\[8\],cell,net
_011636_,_073325_,net,cell
_073325_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.dout\[9\],cell,net
_011635_,_073326_,net,cell
_073326_,fdct_zigzag.dct_mod.dct_block_3.dct_unit_2.dout\[10\],cell,net
_011345_,_073327_,net,cell
_073327_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_1.dout\[0\],cell,net
_011344_,_073328_,net,cell
_073328_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_1.dout\[1\],cell,net
_011343_,_073329_,net,cell
_073329_,fdct_zigzag.dct_mod.dct_block_4.dct_unit_1.dout\[2\],cell,net
_011342_,_073330_,net,cell
